dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-10-03T18:46:39,68.3,-36.603275,174.799011
esp32_device_001,2025-10-03T18:46:49,56.6,-36.60405,174.797592
esp32_device_001,2025-10-03T18:46:54,54.5,-36.60445,174.79686
esp32_device_001,2025-10-03T18:46:59,53.2,-36.604755,174.796127
esp32_device_001,2025-10-03T18:47:04,52.9,-36.604908,174.795349
esp32_device_001,2025-10-03T18:47:09,51.1,-36.605064,174.794571
esp32_device_001,2025-10-03T18:47:14,45.6,-36.605198,174.793777
esp32_device_001,2025-10-03T18:47:19,39,-36.605122,174.792953
esp32_device_001,2025-10-03T18:47:24,29.1,-36.605015,174.792114
esp32_device_001,2025-10-03T18:47:29,26,-36.604904,174.791214
esp32_device_001,2025-10-03T18:47:34,30.7,-36.604866,174.790344
esp32_device_001,2025-10-03T18:47:39,34.6,-36.604973,174.789474
esp32_device_001,2025-10-03T18:47:44,38.7,-36.60508,174.788589
esp32_device_001,2025-10-03T18:47:49,44.9,-36.605186,174.78775
esp32_device_001,2025-10-03T18:47:54,52,-36.605312,174.786926
esp32_device_001,2025-10-03T18:47:59,57.9,-36.605667,174.786255
esp32_device_001,2025-10-03T18:48:04,62,-36.606186,174.785767
esp32_device_001,2025-10-03T18:48:09,68.5,-36.606724,174.785263
esp32_device_001,2025-10-03T18:48:14,72,-36.607254,174.784775
esp32_device_001,2025-10-03T18:48:19,71.6,-36.607834,174.784271
esp32_device_001,2025-10-03T18:48:24,67.4,-36.608437,174.783737
esp32_device_001,2025-10-03T18:48:29,62.3,-36.609066,174.783173
esp32_device_001,2025-10-03T18:48:34,63.9,-36.609573,174.782501
esp32_device_001,2025-10-03T18:48:39,66.7,-36.609875,174.781677
esp32_device_001,2025-10-03T18:48:44,70,-36.610195,174.780914
esp32_device_001,2025-10-03T18:48:49,75.7,-36.61076,174.780457
esp32_device_001,2025-10-03T18:48:54,80.7,-36.611313,174.780121
esp32_device_001,2025-10-03T18:48:59,79.8,-36.611591,174.779816
esp32_device_001,2025-10-03T18:49:04,77.7,-36.611675,174.779755
esp32_device_001,2025-10-03T18:49:09,76.5,-36.611786,174.779495
esp32_device_001,2025-10-03T18:49:14,78.6,-36.611889,174.778915
esp32_device_001,2025-10-03T18:49:19,78.7,-36.612064,174.778137
esp32_device_001,2025-10-03T18:49:24,79.8,-36.612419,174.777313
esp32_device_001,2025-10-03T18:49:29,80.9,-36.612793,174.776581
esp32_device_001,2025-10-03T18:49:34,81,-36.613113,174.77594
esp32_device_001,2025-10-03T18:49:39,82.7,-36.613525,174.775345
esp32_device_001,2025-10-03T18:49:44,83.2,-36.614101,174.775009
esp32_device_001,2025-10-03T18:49:49,82.6,-36.61475,174.774963
esp32_device_001,2025-10-03T18:49:54,83.2,-36.615398,174.774902
esp32_device_001,2025-10-03T18:49:59,80.8,-36.615997,174.774567
esp32_device_001,2025-10-03T18:50:04,78.6,-36.616562,174.77417
esp32_device_001,2025-10-03T18:50:09,73.2,-36.617188,174.773972
esp32_device_001,2025-10-03T18:50:14,68.4,-36.617821,174.774017
esp32_device_001,2025-10-03T18:50:19,62.2,-36.618427,174.774033
esp32_device_001,2025-10-03T18:50:24,56.7,-36.619003,174.773972
esp32_device_001,2025-10-03T18:50:29,49.2,-36.619549,174.773773
esp32_device_001,2025-10-03T18:50:34,44.3,-36.620125,174.773666
esp32_device_001,2025-10-03T18:50:39,39.9,-36.620701,174.773544
esp32_device_001,2025-10-03T18:50:44,37.2,-36.621166,174.773239
esp32_device_001,2025-10-03T18:50:49,30.8,-36.621521,174.77269
esp32_device_001,2025-10-03T18:50:54,28.6,-36.621964,174.772217
esp32_device_001,2025-10-03T18:50:59,30.5,-36.622414,174.771759
esp32_device_001,2025-10-03T18:51:04,33.8,-36.622875,174.771271
esp32_device_001,2025-10-03T18:51:09,37.9,-36.623356,174.770782
esp32_device_001,2025-10-03T18:51:14,42.3,-36.623817,174.770294
esp32_device_001,2025-10-03T18:51:19,46.1,-36.624302,174.769897
esp32_device_001,2025-10-03T18:51:24,50.8,-36.624882,174.76973
esp32_device_001,2025-10-03T18:51:29,53,-36.625492,174.769577
esp32_device_001,2025-10-03T18:51:34,52.2,-36.62611,174.769455
esp32_device_001,2025-10-03T18:51:39,51,-36.626732,174.769318
esp32_device_001,2025-10-03T18:51:44,49.5,-36.627354,174.769257
esp32_device_001,2025-10-03T18:51:49,47.6,-36.627949,174.769104
esp32_device_001,2025-10-03T18:51:54,44.2,-36.628349,174.76857
esp32_device_001,2025-10-03T18:51:59,42.4,-36.628689,174.767899
esp32_device_001,2025-10-03T18:52:04,43.6,-36.629265,174.767517
esp32_device_001,2025-10-03T18:52:09,45.7,-36.629787,174.76709
esp32_device_001,2025-10-03T18:52:14,44.4,-36.63007,174.766418
esp32_device_001,2025-10-03T18:52:19,43.5,-36.630291,174.765717
