dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-11-15T07:43:03+13:00,46.8,-36.603783,174.802231
esp32_device_001,2025-11-15T07:43:08+13:00,52.7,-36.60363,174.802048
esp32_device_001,2025-11-15T07:43:13+13:00,54.2,-36.603485,174.801559
esp32_device_001,2025-11-15T07:43:18+13:00,55.1,-36.603317,174.800888
esp32_device_001,2025-11-15T07:43:23+13:00,54.6,-36.603134,174.800171
esp32_device_001,2025-11-15T07:43:28+13:00,53.6,-36.603081,174.799423
esp32_device_001,2025-11-15T07:43:33+13:00,53.5,-36.603394,174.798782
esp32_device_001,2025-11-15T07:43:38+13:00,53.5,-36.603745,174.798126
esp32_device_001,2025-11-15T07:43:43+13:00,54.6,-36.604111,174.79744
esp32_device_001,2025-11-15T07:43:48+13:00,55.1,-36.6045,174.796753
esp32_device_001,2025-11-15T07:43:53+13:00,54.6,-36.604755,174.796005
esp32_device_001,2025-11-15T07:43:58+13:00,51.1,-36.604919,174.795197
esp32_device_001,2025-11-15T07:44:03+13:00,45.5,-36.605083,174.794388
esp32_device_001,2025-11-15T07:44:08+13:00,40.2,-36.60519,174.793594
esp32_device_001,2025-11-15T07:44:13+13:00,32.2,-36.605103,174.792816
esp32_device_001,2025-11-15T07:44:18+13:00,23.8,-36.605007,174.792007
esp32_device_001,2025-11-15T07:44:23+13:00,21.1,-36.604912,174.791229
esp32_device_001,2025-11-15T07:44:28+13:00,23.2,-36.604858,174.790466
esp32_device_001,2025-11-15T07:44:33+13:00,26.7,-36.604942,174.789703
esp32_device_001,2025-11-15T07:44:38+13:00,31.3,-36.605049,174.78891
esp32_device_001,2025-11-15T07:44:43+13:00,35.6,-36.605152,174.788132
esp32_device_001,2025-11-15T07:44:48+13:00,42.8,-36.605251,174.787338
esp32_device_001,2025-11-15T07:44:53+13:00,49.7,-36.605412,174.786621
esp32_device_001,2025-11-15T07:44:58+13:00,54.8,-36.605843,174.786057
esp32_device_001,2025-11-15T07:45:03+13:00,60.5,-36.606388,174.785568
