dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-11-13T09:54:05+13:00,41,-36.603607,174.801971
esp32_device_001,2025-11-13T09:54:10+13:00,43.7,-36.603512,174.801498
esp32_device_001,2025-11-13T09:54:15+13:00,54.9,-36.603359,174.800858
esp32_device_001,2025-11-13T09:54:20+13:00,54.7,-36.603176,174.800125
esp32_device_001,2025-11-13T09:54:25+13:00,63,-36.603104,174.799423
esp32_device_001,2025-11-13T09:54:30+13:00,57.5,-36.603405,174.798782
esp32_device_001,2025-11-13T09:54:35+13:00,54.9,-36.603767,174.798096
esp32_device_001,2025-11-13T09:54:40+13:00,53.4,-36.604149,174.797379
esp32_device_001,2025-11-13T09:54:45+13:00,52.3,-36.604534,174.796661
esp32_device_001,2025-11-13T09:54:50+13:00,51.1,-36.604801,174.795898
esp32_device_001,2025-11-13T09:54:55+13:00,50.7,-36.60495,174.795074
esp32_device_001,2025-11-13T09:55:00+13:00,46.6,-36.605114,174.794266
esp32_device_001,2025-11-13T09:55:05+13:00,34.6,-36.605171,174.793411
esp32_device_001,2025-11-13T09:55:10+13:00,31.5,-36.605087,174.792572
esp32_device_001,2025-11-13T09:55:15+13:00,24.9,-36.604988,174.791733
esp32_device_001,2025-11-13T09:55:20+13:00,22.8,-36.604897,174.790909
esp32_device_001,2025-11-13T09:55:25+13:00,26.2,-36.604889,174.7901
esp32_device_001,2025-11-13T09:55:30+13:00,31.9,-36.604988,174.789352
esp32_device_001,2025-11-13T09:55:35+13:00,37.8,-36.605076,174.78862
esp32_device_001,2025-11-13T09:55:40+13:00,44.7,-36.605167,174.787857
esp32_device_001,2025-11-13T09:55:45+13:00,51.7,-36.60527,174.787079
esp32_device_001,2025-11-13T09:55:50+13:00,58.3,-36.605511,174.786377
esp32_device_001,2025-11-13T09:55:55+13:00,62.8,-36.60601,174.785873
esp32_device_001,2025-11-13T09:56:00+13:00,68.5,-36.606586,174.78537
esp32_device_001,2025-11-13T09:56:05+13:00,72.9,-36.607155,174.784866
esp32_device_001,2025-11-13T09:56:10+13:00,72.3,-36.607735,174.784332
esp32_device_001,2025-11-13T09:56:15+13:00,69,-36.608356,174.783783
esp32_device_001,2025-11-13T09:56:20+13:00,65.9,-36.608982,174.783218
esp32_device_001,2025-11-13T09:56:25+13:00,69.6,-36.609535,174.782562
esp32_device_001,2025-11-13T09:56:30+13:00,72.9,-36.609852,174.781708
esp32_device_001,2025-11-13T09:56:35+13:00,79.6,-36.610176,174.780899
esp32_device_001,2025-11-13T09:56:40+13:00,83.5,-36.610744,174.780426
esp32_device_001,2025-11-13T09:56:45+13:00,85.2,-36.611309,174.780106
esp32_device_001,2025-11-13T09:56:50+13:00,85.1,-36.611553,174.779846
esp32_device_001,2025-11-13T09:56:55+13:00,84.9,-36.611603,174.779785
esp32_device_001,2025-11-13T09:57:00+13:00,84.9,-36.611767,174.779556
esp32_device_001,2025-11-13T09:57:05+13:00,84.4,-36.611847,174.779068
