dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-10-29T13:00:39+13:00,27,0.1,174.775864,1
esp32_device_001,2025-10-29T13:37:54+13:00,57.7,-36.604786,174.802521,2
esp32_device_001,2025-10-29T13:37:59+13:00,57.9,-36.60479,174.802521,2
esp32_device_001,2025-10-29T13:38:04+13:00,57.9,-36.604824,174.80249,2
esp32_device_001,2025-10-29T13:38:09+13:00,64.1,-36.604832,174.80249,2
esp32_device_001,2025-10-29T13:38:14+13:00,63.5,-36.604836,174.80249,2
esp32_device_001,2025-10-29T13:38:19+13:00,63.5,-36.604839,174.80249,2
esp32_device_001,2025-10-29T13:38:24+13:00,63.5,-36.604843,174.80249,2
esp32_device_001,2025-10-29T13:38:29+13:00,63.5,-36.604843,174.802475,2
esp32_device_001,2025-10-29T13:38:34+13:00,63.5,-36.604843,174.80249,2
esp32_device_001,2025-10-29T13:38:37+13:00,63.5,-36.604839,174.80249,2
esp32_device_001,2025-10-29T13:38:42+13:00,63.5,-36.604832,174.80249,2
esp32_device_001,2025-10-29T13:38:47+13:00,63.5,-36.604805,174.802551,2
esp32_device_001,2025-10-29T13:38:52+13:00,63.5,-36.604771,174.802612,2
esp32_device_001,2025-10-29T13:38:57+13:00,63.5,-36.604748,174.802673,2
esp32_device_001,2025-10-29T13:39:02+13:00,63.5,-36.60471,174.802704,2
esp32_device_001,2025-10-29T13:39:07+13:00,63.5,-36.604553,174.802612,2
esp32_device_001,2025-10-29T13:39:12+13:00,63.5,-36.604229,174.802429,2
esp32_device_001,2025-10-29T13:39:17+13:00,63.5,-36.60387,174.802216,2
esp32_device_001,2025-10-29T13:39:22+13:00,63.5,-36.603672,174.802078,2
esp32_device_001,2025-10-29T13:39:27+13:00,63.5,-36.603561,174.801651,2
esp32_device_001,2025-10-29T13:39:32+13:00,63.5,-36.603405,174.801025,2
esp32_device_001,2025-10-29T13:39:37+13:00,63.5,-36.603233,174.800323,2
esp32_device_001,2025-10-29T13:39:42+13:00,63.5,-36.603081,174.799622,2
esp32_device_001,2025-10-29T13:39:47+13:00,63.5,-36.603294,174.798965,2
esp32_device_001,2025-10-29T13:39:52+13:00,63.5,-36.603653,174.798309,2
esp32_device_001,2025-10-29T13:39:57+13:00,63.5,-36.604012,174.797653,2
esp32_device_001,2025-10-29T13:40:02+13:00,63.5,-36.604366,174.796982,2
esp32_device_001,2025-10-29T13:40:07+13:00,63.5,-36.604691,174.796326,2
esp32_device_001,2025-10-29T13:40:12+13:00,63.5,-36.604851,174.795578,2
esp32_device_001,2025-10-29T13:40:17+13:00,63.5,-36.605007,174.7948,2
esp32_device_001,2025-10-29T13:40:22+13:00,63.5,-36.605164,174.794006,2
esp32_device_001,2025-10-29T13:40:27+13:00,63.5,-36.605152,174.793182,2
esp32_device_001,2025-10-29T13:40:32+13:00,63.5,-36.605061,174.792358,2
esp32_device_001,2025-10-29T13:40:37+13:00,63.5,-36.604954,174.791519,2
esp32_device_001,2025-10-29T13:40:42+13:00,63.5,-36.604877,174.790634,2
esp32_device_001,2025-10-29T13:40:47+13:00,63.5,-36.604942,174.789749,2
esp32_device_001,2025-10-29T13:40:52+13:00,63.5,-36.605057,174.788879,2
esp32_device_001,2025-10-29T13:40:57+13:00,63.5,-36.605167,174.78804,2
esp32_device_001,2025-10-29T13:41:02+13:00,63.5,-36.605278,174.787186,2
esp32_device_001,2025-10-29T13:41:07+13:00,63.5,-36.605515,174.786423,2
esp32_device_001,2025-10-29T13:41:12+13:00,63.5,-36.606014,174.785873,2
esp32_device_001,2025-10-29T13:41:17+13:00,63.5,-36.606579,174.785385,2
esp32_device_001,2025-10-29T13:41:22+13:00,63.5,-36.607117,174.784882,2
esp32_device_001,2025-10-29T13:41:27+13:00,63.5,-36.607681,174.784378,2
esp32_device_001,2025-10-29T13:41:32+13:00,63.5,-36.60828,174.783844,2
esp32_device_001,2025-10-29T13:41:37+13:00,63.5,-36.608902,174.783279,2
esp32_device_001,2025-10-29T13:41:42+13:00,63.5,-36.609463,174.782669,2
esp32_device_001,2025-10-29T13:41:47+13:00,63.5,-36.609798,174.78186,2
esp32_device_001,2025-10-29T13:41:52+13:00,63.5,-36.610104,174.781021,2
esp32_device_001,2025-10-29T13:41:57+13:00,63.5,-36.610634,174.780502,2
esp32_device_001,2025-10-29T13:42:02+13:00,63.5,-36.611202,174.780182,2
esp32_device_001,2025-10-29T13:42:07+13:00,63.5,-36.611565,174.779831,2
esp32_device_001,2025-10-29T13:42:12+13:00,63.5,-36.611759,174.779678,2
esp32_device_001,2025-10-29T13:42:17+13:00,63.5,-36.611809,174.779312,2
esp32_device_001,2025-10-29T13:42:22+13:00,63.5,-36.611931,174.778671,2
esp32_device_001,2025-10-29T13:42:27+13:00,63.5,-36.612144,174.777878,2
esp32_device_001,2025-10-29T13:42:32+13:00,63.5,-36.612476,174.777161,2
esp32_device_001,2025-10-29T13:42:37+13:00,63.5,-36.612804,174.77652,2
esp32_device_001,2025-10-29T13:42:47+13:00,27,-36.613567,174.775284,2
esp32_device_001,2025-10-29T13:42:52+13:00,27,-36.614159,174.774979,2
esp32_device_001,2025-10-29T13:42:57+13:00,27,-36.614807,174.774933,2
esp32_device_001,2025-10-29T13:43:02+13:00,27,-36.615471,174.774857,2
esp32_device_001,2025-10-29T13:43:07+13:00,27,-36.616077,174.774506,2
esp32_device_001,2025-10-29T13:43:12+13:00,27,-36.616653,174.774109,2
esp32_device_001,2025-10-29T13:43:17+13:00,27,-36.617313,174.773972,2
esp32_device_001,2025-10-29T13:43:22+13:00,27,-36.617981,174.774017,2
esp32_device_001,2025-10-29T13:43:27+13:00,27,-36.618629,174.774002,2
esp32_device_001,2025-10-29T13:43:32+13:00,27,-36.619251,174.77388,2
esp32_device_001,2025-10-29T13:43:37+13:00,27,-36.619858,174.773697,2
esp32_device_001,2025-10-29T13:43:42+13:00,27,-36.620483,174.77359,2
esp32_device_001,2025-10-29T13:43:47+13:00,27,-36.621071,174.773346,2
esp32_device_001,2025-10-29T13:43:52+13:00,27,-36.621483,174.772751,2
esp32_device_001,2025-10-29T13:43:57+13:00,27,-36.621975,174.772217,2
esp32_device_001,2025-10-29T13:44:02+13:00,27,-36.622482,174.771683,2
esp32_device_001,2025-10-29T13:44:07+13:00,27,-36.622997,174.771149,2
esp32_device_001,2025-10-29T13:44:12+13:00,27,-36.623535,174.770599,2
esp32_device_001,2025-10-29T13:44:17+13:00,27,-36.624069,174.77005,2
esp32_device_001,2025-10-29T13:44:22+13:00,27,-36.624687,174.769775,2
esp32_device_001,2025-10-29T13:44:27+13:00,27,-36.625332,174.769623,2
esp32_device_001,2025-10-29T13:44:32+13:00,27,-36.625996,174.769485,2
esp32_device_001,2025-10-29T13:44:37+13:00,27,-36.626675,174.769333,2
esp32_device_001,2025-10-29T13:44:42+13:00,27,-36.627361,174.769241,2
esp32_device_001,2025-10-29T13:44:47+13:00,27,-36.627995,174.769073,2
esp32_device_001,2025-10-29T13:44:52+13:00,27,-36.628368,174.768494,2
esp32_device_001,2025-10-29T13:44:57+13:00,27,-36.628761,174.767822,2
esp32_device_001,2025-10-29T13:45:02+13:00,27,-36.629372,174.767441,2
esp32_device_001,2025-10-29T13:45:07+13:00,27,-36.629875,174.766922,2
esp32_device_001,2025-10-29T13:45:12+13:00,27,-36.630123,174.766205,2
esp32_device_001,2025-10-29T13:45:17+13:00,27,-36.630379,174.765488,2
esp32_device_001,2025-10-29T13:45:22+13:00,27,-36.630699,174.764771,2
esp32_device_001,2025-10-29T13:45:27+13:00,27,-36.63102,174.76416,2
esp32_device_001,2025-10-29T13:45:32+13:00,27,-36.631447,174.76384,2
esp32_device_001,2025-10-29T13:45:37+13:00,27,-36.632004,174.763748,2
esp32_device_001,2025-10-29T13:45:42+13:00,27,-36.632614,174.763687,2
esp32_device_001,2025-10-29T13:45:47+13:00,27,-36.633255,174.763611,2
esp32_device_001,2025-10-29T13:45:52+13:00,27,-36.6339,174.763519,2
esp32_device_001,2025-10-29T13:45:57+13:00,27,-36.634544,174.763428,2
esp32_device_001,2025-10-29T13:46:02+13:00,27,-36.635136,174.763138,2
esp32_device_001,2025-10-29T13:46:07+13:00,27,-36.635677,174.76268,2
esp32_device_001,2025-10-29T13:46:12+13:00,27,-36.636261,174.762253,2
esp32_device_001,2025-10-29T13:46:17+13:00,27,-36.63686,174.761826,2
esp32_device_001,2025-10-29T13:46:22+13:00,27,-36.637436,174.761383,2
esp32_device_001,2025-10-29T13:46:27+13:00,27,-36.637859,174.760834,2
esp32_device_001,2025-10-29T13:46:32+13:00,27,-36.638252,174.760178,2
esp32_device_001,2025-10-29T13:46:37+13:00,27,-36.638634,174.759537,2
esp32_device_001,2025-10-29T13:46:42+13:00,27,-36.639038,174.75885,2
esp32_device_001,2025-10-29T13:46:47+13:00,27,-36.639565,174.75827,2
esp32_device_001,2025-10-29T13:46:52+13:00,27,-36.640163,174.757919,2
esp32_device_001,2025-10-29T13:46:57+13:00,27,-36.640732,174.757568,2
esp32_device_001,2025-10-29T13:47:02+13:00,27,-36.641006,174.757019,2
esp32_device_001,2025-10-29T13:47:07+13:00,27,-36.640808,174.756393,2
esp32_device_001,2025-10-29T13:47:12+13:00,27,-36.640476,174.755722,2
esp32_device_001,2025-10-29T13:47:17+13:00,27,-36.640118,174.755005,2
esp32_device_001,2025-10-29T13:47:22+13:00,27,-36.639782,174.754333,2
esp32_device_001,2025-10-29T13:47:27+13:00,27,-36.639423,174.753693,2
esp32_device_001,2025-10-29T13:47:32+13:00,27,-36.639034,174.753128,2
esp32_device_001,2025-10-29T13:47:37+13:00,27,-36.638737,174.752594,2
esp32_device_001,2025-10-29T13:47:42+13:00,27,-36.638443,174.75206,2
esp32_device_001,2025-10-29T13:47:47+13:00,27,-36.638145,174.751511,2
esp32_device_001,2025-10-29T13:47:52+13:00,27,-36.637867,174.751007,2
esp32_device_001,2025-10-29T13:47:57+13:00,27,-36.637634,174.75058,2
esp32_device_001,2025-10-29T13:48:02+13:00,27,-36.637459,174.750275,2
esp32_device_001,2025-10-29T13:48:07+13:00,27,-36.637375,174.750122,2
esp32_device_001,2025-10-29T13:48:12+13:00,27,-36.637264,174.749908,2
esp32_device_001,2025-10-29T13:48:17+13:00,27,-36.637112,174.749634,2
esp32_device_001,2025-10-29T13:48:22+13:00,27,-36.636959,174.749359,2
esp32_device_001,2025-10-29T13:48:27+13:00,27,-36.636742,174.748978,2
esp32_device_001,2025-10-29T13:48:32+13:00,27,-36.636429,174.748627,2
esp32_device_001,2025-10-29T13:48:37+13:00,27,-36.636055,174.748291,2
esp32_device_001,2025-10-29T13:48:42+13:00,27,-36.635704,174.74794,2
esp32_device_001,2025-10-29T13:48:47+13:00,27,-36.635414,174.747513,2
esp32_device_001,2025-10-29T13:48:52+13:00,27,-36.6353,174.747238,2
esp32_device_001,2025-10-29T13:48:57+13:00,27,-36.635284,174.747162,2
esp32_device_001,2025-10-29T13:49:02+13:00,27,-36.635288,174.747162,2
esp32_device_001,2025-10-29T13:49:07+13:00,27,-36.635269,174.747086,2
esp32_device_001,2025-10-29T13:49:12+13:00,27,-36.635227,174.74675,2
esp32_device_001,2025-10-29T13:49:17+13:00,27,-36.635212,174.746292,2
esp32_device_001,2025-10-29T13:49:22+13:00,27,-36.635189,174.745804,2
esp32_device_001,2025-10-29T13:49:27+13:00,27,-36.635166,174.745285,2
esp32_device_001,2025-10-29T13:49:32+13:00,27,-36.635136,174.74472,2
esp32_device_001,2025-10-29T13:49:37+13:00,27,-36.635105,174.74411,2
esp32_device_001,2025-10-29T13:49:42+13:00,27,-36.635078,174.743439,2
esp32_device_001,2025-10-29T13:49:47+13:00,27,-36.635036,174.742752,2
esp32_device_001,2025-10-29T13:49:52+13:00,27,-36.635006,174.742279,2
esp32_device_001,2025-10-29T13:49:57+13:00,27,-36.634842,174.742126,2
esp32_device_001,2025-10-29T13:50:02+13:00,27,-36.634518,174.742157,2
esp32_device_001,2025-10-29T13:50:07+13:00,27,-36.634193,174.742233,2
esp32_device_001,2025-10-29T13:50:12+13:00,27,-36.633991,174.742432,2
esp32_device_001,2025-10-29T13:50:17+13:00,27,-36.634007,174.742737,2
esp32_device_001,2025-10-29T13:50:22+13:00,27,-36.633999,174.742981,2
esp32_device_001,2025-10-29T13:50:27+13:00,17.3,-36.633938,174.742981,2
esp32_device_001,2025-10-29T13:50:32+13:00,17.3,-36.633965,174.742981,2
esp32_device_001,2025-10-29T13:50:37+13:00,17.3,-36.634026,174.742996,2
esp32_device_001,2025-10-29T13:50:42+13:00,17.3,-36.634052,174.743057,2
esp32_device_001,2025-10-29T13:50:47+13:00,17.6,-36.634064,174.743179,2
esp32_device_001,2025-10-29T13:50:52+13:00,17.6,-36.634075,174.743271,2
esp32_device_001,2025-10-29T13:50:57+13:00,18,-36.634113,174.743286,2
esp32_device_001,2025-10-29T13:51:02+13:00,18.4,-36.634113,174.743286,2
esp32_device_001,2025-10-29T13:51:07+13:00,18.7,-36.634117,174.743271,2
esp32_device_001,2025-10-29T13:51:12+13:00,18.6,-36.634117,174.743271,2
esp32_device_001,2025-10-29T13:51:17+13:00,18.5,-36.634117,174.743271,2
esp32_device_001,2025-10-29T13:51:22+13:00,18.5,-36.634117,174.743271,2
esp32_device_001,2025-10-29T14:21:07+13:00,12.7,-36.634087,174.743271,3
esp32_device_001,2025-10-29T14:21:12+13:00,13.7,-36.634087,174.743286,3
esp32_device_001,2025-10-29T14:21:17+13:00,14,-36.63409,174.743286,3
esp32_device_001,2025-10-29T14:21:22+13:00,15.6,-36.634094,174.743286,3
esp32_device_001,2025-10-29T14:21:27+13:00,16.4,-36.634098,174.743286,3
esp32_device_001,2025-10-29T14:21:32+13:00,16.9,-36.634102,174.743286,3
esp32_device_001,2025-10-29T14:21:37+13:00,17.5,-36.634106,174.743286,3
esp32_device_001,2025-10-29T14:21:42+13:00,17.7,-36.634109,174.743286,3
esp32_device_001,2025-10-29T14:21:47+13:00,17.5,-36.634113,174.743286,3
esp32_device_001,2025-10-29T14:21:52+13:00,17.5,-36.634117,174.743286,3
esp32_device_001,2025-10-29T14:21:57+13:00,17.7,-36.634117,174.743271,3
esp32_device_001,2025-10-29T14:22:02+13:00,17.5,-36.634121,174.743271,3
esp32_device_001,2025-10-29T14:22:07+13:00,17.6,-36.634121,174.743271,3
esp32_device_001,2025-10-29T14:22:12+13:00,17.2,-36.634121,174.743271,3
esp32_device_001,2025-10-29T14:22:17+13:00,17.1,-36.634121,174.743271,3
esp32_device_001,2025-10-29T14:22:22+13:00,17.2,-36.634125,174.743271,3
esp32_device_001,2025-10-29T14:22:27+13:00,16.7,-36.634125,174.743271,3
esp32_device_001,2025-10-29T14:22:32+13:00,16.8,-36.634125,174.743271,3
esp32_device_001,2025-10-29T14:22:37+13:00,16.5,-36.634125,174.743271,3
esp32_device_001,2025-10-29T14:22:42+13:00,16.3,-36.634125,174.743271,3
esp32_device_001,2025-10-29T14:22:47+13:00,16.3,-36.634094,174.743286,3
esp32_device_001,2025-10-29T14:22:52+13:00,15.7,-36.634071,174.743195,3
esp32_device_001,2025-10-29T14:22:57+13:00,14.8,-36.634064,174.743073,3
esp32_device_001,2025-10-29T14:23:02+13:00,13.4,-36.634029,174.742966,3
esp32_device_001,2025-10-29T14:23:07+13:00,12.3,-36.63401,174.742783,3
esp32_device_001,2025-10-29T14:23:12+13:00,12.3,-36.633999,174.742523,3
esp32_device_001,2025-10-29T14:23:17+13:00,12.1,-36.634056,174.742371,3
esp32_device_001,2025-10-29T14:23:22+13:00,13.7,-36.634285,174.742249,3
esp32_device_001,2025-10-29T14:23:27+13:00,16.4,-36.634609,174.742157,3
esp32_device_001,2025-10-29T14:23:32+13:00,18.3,-36.634888,174.742172,3
esp32_device_001,2025-10-29T14:23:37+13:00,19.2,-36.634972,174.742249,3
esp32_device_001,2025-10-29T14:23:42+13:00,20.9,-36.635002,174.74263,3
esp32_device_001,2025-10-29T14:23:47+13:00,23.1,-36.635033,174.743256,3
esp32_device_001,2025-10-29T14:23:52+13:00,27,-36.635071,174.743942,3
esp32_device_001,2025-10-29T14:23:57+13:00,30.7,-36.635098,174.744644,3
esp32_device_001,2025-10-29T14:24:02+13:00,32.7,-36.635139,174.745361,3
esp32_device_001,2025-10-29T14:24:07+13:00,35.3,-36.635155,174.746078,3
esp32_device_001,2025-10-29T14:24:12+13:00,40.2,-36.635189,174.74678,3
esp32_device_001,2025-10-29T14:24:17+13:00,45.2,-36.635349,174.747437,3
esp32_device_001,2025-10-29T14:24:22+13:00,49.5,-36.635593,174.74794,3
esp32_device_001,2025-10-29T14:24:27+13:00,51.6,-36.635754,174.748138,3
esp32_device_001,2025-10-29T14:24:32+13:00,50.9,-36.635769,174.748154,3
esp32_device_001,2025-10-29T14:24:37+13:00,50.9,-36.635777,174.748169,3
esp32_device_001,2025-10-29T14:24:42+13:00,51.9,-36.635864,174.74823,3
esp32_device_001,2025-10-29T14:24:47+13:00,54,-36.636124,174.748444,3
esp32_device_001,2025-10-29T14:24:52+13:00,57.1,-36.636406,174.748672,3
esp32_device_001,2025-10-29T14:24:57+13:00,55.7,-36.636513,174.748779,3
esp32_device_001,2025-10-29T14:25:02+13:00,57.2,-36.636528,174.748779,3
esp32_device_001,2025-10-29T14:25:07+13:00,56.4,-36.636528,174.748779,3
esp32_device_001,2025-10-29T14:25:12+13:00,55.7,-36.636555,174.74881,3
esp32_device_001,2025-10-29T14:25:17+13:00,56.4,-36.636742,174.749054,3
esp32_device_001,2025-10-29T14:25:22+13:00,54.9,-36.637009,174.749527,3
esp32_device_001,2025-10-29T14:25:27+13:00,50.4,-36.637329,174.750122,3
esp32_device_001,2025-10-29T14:25:32+13:00,46.3,-36.637695,174.750778,3
esp32_device_001,2025-10-29T14:25:37+13:00,46.4,-36.638054,174.75145,3
