dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-10-08T00:17:19,46.4,-36.747742,174.699295
esp32_device_001,2025-10-08T00:17:29,48.2,-36.748562,174.700012
esp32_device_001,2025-10-08T00:17:34,49.3,-36.74897,174.700363
esp32_device_001,2025-10-08T00:17:39,50.1,-36.749325,174.700684
esp32_device_001,2025-10-08T00:17:44,50.8,-36.749687,174.700989
esp32_device_001,2025-10-08T00:17:49,52.2,-36.750057,174.70137
esp32_device_001,2025-10-08T00:17:54,54.6,-36.750389,174.701813
esp32_device_001,2025-10-08T00:17:59,55.4,-36.750454,174.702133
esp32_device_001,2025-10-08T00:18:04,55.5,-36.750523,174.702179
esp32_device_001,2025-10-08T00:18:09,55.2,-36.750538,174.702148
esp32_device_001,2025-10-08T00:18:14,55,-36.750542,174.702148
esp32_device_001,2025-10-08T00:18:20,55,-36.750549,174.702148
esp32_device_001,2025-10-08T00:18:25,55,-36.750549,174.702148
esp32_device_001,2025-10-08T00:18:30,55,-36.750549,174.702148
esp32_device_001,2025-10-08T00:18:35,55,-36.750523,174.701965
esp32_device_001,2025-10-08T00:18:40,55,-36.750267,174.701523
esp32_device_001,2025-10-08T00:18:45,55,-36.749897,174.701111
esp32_device_001,2025-10-08T00:18:50,55,-36.749489,174.700745
esp32_device_001,2025-10-08T00:18:55,55,-36.749069,174.700378
esp32_device_001,2025-10-08T00:19:00,55,-36.748657,174.700012
esp32_device_001,2025-10-08T00:19:05,55,-36.748211,174.699615
esp32_device_001,2025-10-08T00:19:10,55,-36.747734,174.699203
esp32_device_001,2025-10-08T00:19:15,55,-36.747292,174.698807
esp32_device_001,2025-10-08T00:19:20,55,-36.746986,174.698517
esp32_device_001,2025-10-08T00:19:25,55,-36.746796,174.698395
esp32_device_001,2025-10-08T00:19:30,55,-36.746708,174.698715
esp32_device_001,2025-10-08T00:19:35,55,-36.746506,174.699158
esp32_device_001,2025-10-08T00:19:40,55,-36.746269,174.699524
esp32_device_001,2025-10-08T00:19:45,55,-36.745934,174.69957
esp32_device_001,2025-10-08T00:19:50,55,-36.745522,174.699509
esp32_device_001,2025-10-08T00:19:55,55,-36.74511,174.699448
esp32_device_001,2025-10-08T00:20:00,55,-36.744698,174.699387
esp32_device_001,2025-10-08T00:20:05,55,-36.744267,174.699326
esp32_device_001,2025-10-08T00:20:10,55,-36.743908,174.699295
esp32_device_001,2025-10-08T00:20:15,55,-36.743874,174.699387
esp32_device_001,2025-10-08T00:20:20,55,-36.743877,174.699356
esp32_device_001,2025-10-08T00:20:25,55,-36.743908,174.699356
esp32_device_001,2025-10-08T00:20:30,55,-36.743896,174.699341
esp32_device_001,2025-10-08T00:20:35,41.1,-36.743885,174.699341
esp32_device_001,2025-10-08T00:20:40,41.1,-36.743935,174.69931
esp32_device_001,2025-10-08T00:20:45,41.1,-36.744225,174.699356
esp32_device_001,2025-10-08T00:20:50,41.1,-36.744617,174.699417
esp32_device_001,2025-10-08T00:20:55,41.1,-36.744816,174.699463
esp32_device_001,2025-10-08T00:21:00,43.4,-36.744827,174.699478
esp32_device_001,2025-10-08T00:21:05,44.2,-36.744831,174.699478
esp32_device_001,2025-10-08T00:21:10,44.2,-36.744839,174.699478
esp32_device_001,2025-10-08T00:21:15,45,-36.744843,174.699478
esp32_device_001,2025-10-08T00:21:20,45,-36.744877,174.699463
esp32_device_001,2025-10-08T00:21:25,45,-36.745129,174.699478
esp32_device_001,2025-10-08T00:21:30,45,-36.74559,174.699554
esp32_device_001,2025-10-08T00:21:35,45,-36.746082,174.6996
esp32_device_001,2025-10-08T00:21:40,45,-36.746414,174.699356
esp32_device_001,2025-10-08T00:21:45,45,-36.746658,174.698868
esp32_device_001,2025-10-08T00:21:50,45,-36.746811,174.698639
esp32_device_001,2025-10-08T00:21:55,45,-36.746902,174.698425
esp32_device_001,2025-10-08T00:22:00,45,-36.746593,174.698257
esp32_device_001,2025-10-08T00:22:05,45,-36.746201,174.698013
esp32_device_001,2025-10-08T00:22:10,45.1,-36.746098,174.697952
esp32_device_001,2025-10-08T00:22:15,45.1,-36.746025,174.698044
esp32_device_001,2025-10-08T00:22:20,45.2,-36.746071,174.698181
esp32_device_001,2025-10-08T00:22:25,45.8,-36.746071,174.698273
esp32_device_001,2025-10-08T00:22:30,46.5,-36.746063,174.698288
esp32_device_001,2025-10-08T00:22:35,46.5,-36.746059,174.698288
esp32_device_001,2025-10-08T00:22:40,46.2,-36.746056,174.698303
esp32_device_001,2025-10-08T00:22:45,46.1,-36.746056,174.698303
esp32_device_001,2025-10-08T00:22:50,48.8,-36.746059,174.698288
esp32_device_001,2025-10-08T00:22:55,49.1,-36.746063,174.698288
esp32_device_001,2025-10-08T00:27:43,48.5,-36.746071,174.698334
esp32_device_001,2025-10-08T00:27:48,54.7,-36.746086,174.698288
esp32_device_001,2025-10-08T00:27:53,49.7,-36.746075,174.698318
esp32_device_001,2025-10-08T00:27:58,47.7,-36.746059,174.698334
esp32_device_001,2025-10-08T00:28:03,45.7,-36.746048,174.698334
esp32_device_001,2025-10-08T00:28:08,45.7,-36.746044,174.698349
esp32_device_001,2025-10-08T00:28:13,45.6,-36.74604,174.698349
esp32_device_001,2025-10-08T00:28:18,45.1,-36.746033,174.698349
esp32_device_001,2025-10-08T00:28:23,45.9,-36.746029,174.698349
esp32_device_001,2025-10-08T00:28:28,46.1,-36.746029,174.698349
esp32_device_001,2025-10-08T00:28:33,45.7,-36.746025,174.698349
esp32_device_001,2025-10-08T00:28:38,46.4,-36.746021,174.698334
esp32_device_001,2025-10-08T00:28:43,47,-36.746021,174.698334
esp32_device_001,2025-10-08T00:28:48,50,-36.746033,174.698303
esp32_device_001,2025-10-08T00:28:53,52.3,-36.746037,174.698288
esp32_device_001,2025-10-08T00:28:58,56.1,-36.746048,174.698273
esp32_device_001,2025-10-08T00:29:03,59.1,-36.746059,174.698242
esp32_device_001,2025-10-08T00:29:08,62.2,-36.746071,174.698227
esp32_device_001,2025-10-08T00:29:13,64.7,-36.746078,174.698212
esp32_device_001,2025-10-08T00:29:18,68.4,-36.74609,174.698196
esp32_device_001,2025-10-08T00:29:23,71.1,-36.746098,174.698166
esp32_device_001,2025-10-08T00:29:28,72.4,-36.746101,174.698166
esp32_device_001,2025-10-08T00:29:33,72.4,-36.746101,174.698166
esp32_device_001,2025-10-08T00:29:38,72.6,-36.746101,174.698151
esp32_device_001,2025-10-08T00:29:43,72,-36.746098,174.698151
esp32_device_001,2025-10-08T00:29:48,72.5,-36.746101,174.698151
esp32_device_001,2025-10-08T00:29:53,71.2,-36.746094,174.698166
esp32_device_001,2025-10-08T00:29:58,68.9,-36.746082,174.698181
esp32_device_001,2025-10-08T00:30:03,67.3,-36.746075,174.698181
esp32_device_001,2025-10-08T00:30:08,67.3,-36.746075,174.698181
esp32_device_001,2025-10-08T00:30:13,67.1,-36.746071,174.698181
esp32_device_001,2025-10-08T00:30:18,64.9,-36.746067,174.698196
esp32_device_001,2025-10-08T00:30:23,62,-36.746059,174.698212
esp32_device_001,2025-10-08T00:30:28,59.4,-36.746052,174.698227
esp32_device_001,2025-10-08T00:30:33,58.2,-36.746048,174.698227
esp32_device_001,2025-10-08T00:30:38,57.1,-36.746048,174.698242
esp32_device_001,2025-10-08T00:30:43,56.4,-36.746048,174.698242
esp32_device_001,2025-10-08T00:30:48,55.6,-36.746048,174.698242
esp32_device_001,2025-10-08T00:30:53,55.4,-36.746048,174.698242
esp32_device_001,2025-10-08T00:30:58,55.6,-36.746052,174.698242
esp32_device_001,2025-10-08T00:31:03,54.4,-36.746052,174.698257
esp32_device_001,2025-10-08T00:31:08,53.1,-36.746056,174.698273
esp32_device_001,2025-10-08T00:31:13,51.4,-36.746056,174.698273
esp32_device_001,2025-10-08T00:31:18,49.8,-36.746056,174.698288
esp32_device_001,2025-10-08T00:31:23,48,-36.746052,174.698303
esp32_device_001,2025-10-08T00:31:28,46.7,-36.746052,174.698318
esp32_device_001,2025-10-08T00:31:33,45.3,-36.746052,174.698318
esp32_device_001,2025-10-08T00:31:38,43.9,-36.746052,174.698334
esp32_device_001,2025-10-08T00:31:43,43,-36.746052,174.698349
esp32_device_001,2025-10-08T00:31:48,42.5,-36.746052,174.698349
esp32_device_001,2025-10-08T00:31:53,41.8,-36.746048,174.698349
esp32_device_001,2025-10-08T00:31:58,41.9,-36.746052,174.698349
esp32_device_001,2025-10-08T00:32:03,42.5,-36.746056,174.698349
esp32_device_001,2025-10-08T00:32:08,43.2,-36.746059,174.698334
esp32_device_001,2025-10-08T00:32:13,45.5,-36.746075,174.698318
esp32_device_001,2025-10-08T00:32:18,48,-36.746082,174.698257
esp32_device_001,2025-10-08T00:32:23,50.4,-36.74609,174.698212
esp32_device_001,2025-10-08T00:32:28,51.2,-36.746044,174.698196
esp32_device_001,2025-10-08T00:32:33,51,-36.746029,174.698074
esp32_device_001,2025-10-08T00:32:53,48.3,-36.746727,174.698547
esp32_device_001,2025-10-08T00:33:08,46.2,-36.74662,174.698822
esp32_device_001,2025-10-08T00:33:13,46,-36.74662,174.698822
esp32_device_001,2025-10-08T00:33:18,45.9,-36.74662,174.698822
esp32_device_001,2025-10-08T00:33:23,45.9,-36.74662,174.698822
esp32_device_001,2025-10-08T00:33:28,46.1,-36.746624,174.698807
esp32_device_001,2025-10-08T00:33:33,46.3,-36.746624,174.698807
esp32_device_001,2025-10-08T00:33:38,46.5,-36.746624,174.698807
esp32_device_001,2025-10-08T00:33:43,46.8,-36.746613,174.698837
esp32_device_001,2025-10-08T00:33:58,47.1,-36.746246,174.699524
esp32_device_001,2025-10-08T00:34:03,46.3,-36.745895,174.699554
esp32_device_001,2025-10-08T00:34:08,45.7,-36.745438,174.699493
esp32_device_001,2025-10-08T00:34:13,44.6,-36.744923,174.699417
esp32_device_001,2025-10-08T00:34:18,43.4,-36.744392,174.699341
esp32_device_001,2025-10-08T00:34:23,42.2,-36.743835,174.69928
esp32_device_001,2025-10-08T00:34:33,41,-36.742744,174.699249
esp32_device_001,2025-10-08T00:34:48,41.4,-36.742374,174.699249
esp32_device_001,2025-10-08T00:35:08,41.2,-36.742363,174.699249
esp32_device_001,2025-10-08T00:35:13,40.7,-36.742363,174.699249
esp32_device_001,2025-10-08T00:35:18,42.1,-36.742279,174.699356
esp32_device_001,2025-10-08T00:36:03,43.3,-36.741421,174.703705
esp32_device_001,2025-10-08T00:36:13,43.8,-36.741425,174.70372
esp32_device_001,2025-10-08T00:36:23,44,-36.741421,174.70372
esp32_device_001,2025-10-08T00:36:28,44,-36.741421,174.70372
