dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-07-05T06:28:06,46.5,-36.604794,174.802597
esp32_device_001,2025-07-05T06:28:11,45.5,-36.604767,174.802582
esp32_device_001,2025-07-05T06:28:16,45.4,-36.604725,174.802582
esp32_device_001,2025-07-05T06:28:21,44.2,-36.604691,174.802567
esp32_device_001,2025-07-05T06:28:26,43.6,-36.604679,174.802567
esp32_device_001,2025-07-05T06:28:31,42.8,-36.604652,174.802567
esp32_device_001,2025-07-05T06:28:36,43.6,-36.604633,174.802551
esp32_device_001,2025-07-05T06:28:41,44.1,-36.604664,174.802567
esp32_device_001,2025-07-05T06:28:46,44.4,-36.604687,174.802567
esp32_device_001,2025-07-05T06:28:51,43.9,-36.604706,174.802567
esp32_device_001,2025-07-05T06:28:56,43.4,-36.604713,174.802567
esp32_device_001,2025-07-05T06:29:01,43.6,-36.60471,174.802567
esp32_device_001,2025-07-05T06:29:06,43.3,-36.604725,174.802567
esp32_device_001,2025-07-05T06:29:11,43.3,-36.604717,174.802567
esp32_device_001,2025-07-05T06:29:16,43.8,-36.604675,174.802551
esp32_device_001,2025-07-05T06:29:21,44.4,-36.604649,174.802551
esp32_device_001,2025-07-05T06:29:26,44.8,-36.604668,174.802551
esp32_device_001,2025-07-05T06:29:31,44.9,-36.604599,174.802536
esp32_device_001,2025-07-05T06:29:36,45.2,-36.604767,174.802582
esp32_device_001,2025-07-05T06:29:41,45.4,-36.604771,174.802582
esp32_device_001,2025-07-05T06:29:46,45,-36.604774,174.802582
esp32_device_001,2025-07-05T06:29:51,45.6,-36.604778,174.802582
esp32_device_001,2025-07-05T06:29:56,47.2,-36.604774,174.802582
esp32_device_001,2025-07-05T06:30:01,47.7,-36.604774,174.802597
esp32_device_001,2025-07-05T06:30:06,47.9,-36.604778,174.802597
esp32_device_001,2025-07-05T06:30:11,47.8,-36.604778,174.802597
esp32_device_001,2025-07-05T06:30:16,48.3,-36.604778,174.802597
esp32_device_001,2025-07-05T06:30:21,48.8,-36.604778,174.802597
esp32_device_001,2025-07-05T06:30:26,48.6,-36.604782,174.802597
esp32_device_001,2025-07-05T06:30:31,48.5,-36.604782,174.802597
esp32_device_001,2025-07-05T06:30:36,48.5,-36.604786,174.802597
esp32_device_001,2025-07-05T06:30:41,48.1,-36.604786,174.802597
esp32_device_001,2025-07-05T06:30:46,48,-36.604786,174.802597
esp32_device_001,2025-07-05T06:30:51,47.5,-36.60479,174.802582
esp32_device_001,2025-07-05T06:30:56,47.4,-36.60479,174.802582
esp32_device_001,2025-07-05T06:31:01,47.2,-36.604794,174.802582
esp32_device_001,2025-07-05T06:31:06,47.1,-36.604794,174.802582
esp32_device_001,2025-07-05T06:31:11,46.9,-36.604794,174.802582
esp32_device_001,2025-07-05T06:31:16,46.7,-36.604794,174.802582
esp32_device_001,2025-07-05T06:31:21,46.6,-36.604794,174.802582
