dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-11-27T13:00:04+13:00,31.3,-36.635063,174.744431
esp32_device_001,2025-11-27T13:00:09+13:00,35.3,-36.635105,174.745239
esp32_device_001,2025-11-27T13:00:14+13:00,38.2,-36.63512,174.746063
esp32_device_001,2025-11-27T13:00:19+13:00,43.2,-36.635162,174.746857
esp32_device_001,2025-11-27T13:00:24+13:00,48.6,-36.635365,174.747559
esp32_device_001,2025-11-27T13:00:34+13:00,54,-36.635803,174.748215
esp32_device_001,2025-11-27T13:01:04+13:00,57.4,-36.63625,174.748566
esp32_device_001,2025-11-27T13:01:09+13:00,55.3,-36.636673,174.749008
esp32_device_001,2025-11-27T13:01:14+13:00,52.8,-36.637028,174.749619
esp32_device_001,2025-11-27T13:01:19+13:00,47.6,-36.637379,174.750259
esp32_device_001,2025-11-27T13:01:24+13:00,42.2,-36.637772,174.750977
esp32_device_001,2025-11-27T13:01:29+13:00,44.2,-36.638168,174.751694
esp32_device_001,2025-11-27T13:01:34+13:00,45.6,-36.638573,174.752441
esp32_device_001,2025-11-27T13:01:39+13:00,44.4,-36.638969,174.753174
esp32_device_001,2025-11-27T13:01:44+13:00,41.3,-36.639439,174.75383
esp32_device_001,2025-11-27T13:01:49+13:00,39,-36.639832,174.754593
esp32_device_001,2025-11-27T13:01:54+13:00,38.9,-36.640209,174.755356
esp32_device_001,2025-11-27T13:02:14+13:00,38.2,-36.640266,174.757797
esp32_device_001,2025-11-27T13:02:19+13:00,33,-36.639626,174.758163
esp32_device_001,2025-11-27T13:02:29+13:00,23.4,-36.63868,174.759338
esp32_device_001,2025-11-27T13:02:39+13:00,16.8,-36.637875,174.760696
esp32_device_001,2025-11-27T13:02:44+13:00,15.5,-36.637424,174.761337
esp32_device_001,2025-11-27T13:02:54+13:00,20.2,-36.636272,174.762177
esp32_device_001,2025-11-27T13:02:59+13:00,22,-36.635731,174.762558
esp32_device_001,2025-11-27T13:03:04+13:00,22.5,-36.635239,174.762955
esp32_device_001,2025-11-27T13:03:14+13:00,21.4,-36.634056,174.763443
esp32_device_001,2025-11-27T13:03:19+13:00,22.5,-36.633446,174.763535
esp32_device_001,2025-11-27T13:03:24+13:00,24.5,-36.632824,174.763626
esp32_device_001,2025-11-27T13:03:29+13:00,27.2,-36.632206,174.763672
esp32_device_001,2025-11-27T13:03:34+13:00,30,-36.631622,174.763733
esp32_device_001,2025-11-27T13:03:39+13:00,31.8,-36.631184,174.763763
esp32_device_001,2025-11-27T13:03:44+13:00,32.8,-36.630939,174.764099
esp32_device_001,2025-11-27T13:03:49+13:00,35.2,-36.63068,174.764694
esp32_device_001,2025-11-27T13:03:54+13:00,38.4,-36.630371,174.765381
esp32_device_001,2025-11-27T13:03:59+13:00,41,-36.630104,174.766129
esp32_device_001,2025-11-27T13:04:04+13:00,41.9,-36.629894,174.766815
esp32_device_001,2025-11-27T13:04:09+13:00,39.6,-36.629482,174.767303
esp32_device_001,2025-11-27T13:04:14+13:00,37.3,-36.62896,174.767624
esp32_device_001,2025-11-27T13:04:19+13:00,38,-36.628468,174.768127
esp32_device_001,2025-11-27T13:04:24+13:00,40.5,-36.628159,174.768829
esp32_device_001,2025-11-27T13:04:29+13:00,41.9,-36.627613,174.76915
esp32_device_001,2025-11-27T13:04:34+13:00,44.3,-36.626961,174.769226
esp32_device_001,2025-11-27T13:04:39+13:00,46.7,-36.626297,174.769363
esp32_device_001,2025-11-27T13:04:44+13:00,48.5,-36.625645,174.769501
esp32_device_001,2025-11-27T13:04:49+13:00,48.7,-36.625027,174.769653
esp32_device_001,2025-11-27T13:04:54+13:00,46,-36.624405,174.769806
esp32_device_001,2025-11-27T13:04:59+13:00,42.8,-36.623894,174.770187
esp32_device_001,2025-11-27T13:05:04+13:00,39.1,-36.62344,174.77066
esp32_device_001,2025-11-27T13:05:09+13:00,35.2,-36.622986,174.771133
esp32_device_001,2025-11-27T13:05:14+13:00,31.5,-36.62254,174.771576
esp32_device_001,2025-11-27T13:05:19+13:00,28.5,-36.622204,174.771912
esp32_device_001,2025-11-27T13:05:24+13:00,26.6,-36.621933,174.772202
esp32_device_001,2025-11-27T13:05:29+13:00,26.1,-36.621704,174.772446
esp32_device_001,2025-11-27T13:05:34+13:00,27.2,-36.621464,174.772736
esp32_device_001,2025-11-27T13:05:39+13:00,31,-36.621166,174.773209
esp32_device_001,2025-11-27T13:05:44+13:00,37.1,-36.620655,174.773499
esp32_device_001,2025-11-27T13:06:04+13:00,67,-36.617931,174.773956
esp32_device_001,2025-11-27T13:06:09+13:00,74.1,-36.617214,174.773895
esp32_device_001,2025-11-27T13:06:14+13:00,79.9,-36.61652,174.774109
esp32_device_001,2025-11-27T13:06:19+13:00,82,-36.615921,174.774521
esp32_device_001,2025-11-27T13:06:24+13:00,83.7,-36.615273,174.774841
esp32_device_001,2025-11-27T13:06:39+13:00,84.1,-36.613262,174.775543
esp32_device_001,2025-11-27T13:06:44+13:00,81.4,-36.612869,174.77626
esp32_device_001,2025-11-27T13:07:04+13:00,81.2,-36.611706,174.779404
esp32_device_001,2025-11-27T13:07:09+13:00,80.6,-36.611362,174.779984
esp32_device_001,2025-11-27T13:07:19+13:00,75.4,-36.610229,174.780746
esp32_device_001,2025-11-27T13:07:29+13:00,65.4,-36.609558,174.78241
esp32_device_001,2025-11-27T13:07:34+13:00,62.8,-36.609047,174.783112
esp32_device_001,2025-11-27T13:07:39+13:00,65,-36.608444,174.783646
esp32_device_001,2025-11-27T13:07:44+13:00,68.2,-36.607868,174.784164
esp32_device_001,2025-11-27T13:07:54+13:00,66.9,-36.606709,174.785217
esp32_device_001,2025-11-27T13:07:59+13:00,60.5,-36.606117,174.785736
esp32_device_001,2025-11-27T13:08:04+13:00,54.7,-36.605553,174.786285
esp32_device_001,2025-11-27T13:08:24+13:00,27.6,-36.604935,174.789536
esp32_device_001,2025-11-27T13:08:29+13:00,22.7,-36.604839,174.790405
esp32_device_001,2025-11-27T13:08:34+13:00,18.5,-36.6049,174.791306
esp32_device_001,2025-11-27T13:09:34+13:00,54.5,-36.603245,174.800552
esp32_device_001,2025-11-27T13:09:39+13:00,54.3,-36.603428,174.801331
esp32_device_001,2025-11-27T13:09:44+13:00,54.8,-36.6036,174.802032
esp32_device_001,2025-11-27T13:09:49+13:00,54.6,-36.603901,174.802307
esp32_device_001,2025-11-27T13:09:54+13:00,55.7,-36.604359,174.802567
esp32_device_001,2025-11-27T13:09:59+13:00,56.4,-36.604691,174.80275
