dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-11-22T07:46:35+13:00,50.3,-36.60487,174.802551
esp32_device_001,2025-11-22T07:46:40+13:00,49.7,-36.604866,174.802551
esp32_device_001,2025-11-22T07:46:45+13:00,45.9,-36.604862,174.802551
esp32_device_001,2025-11-22T07:47:00+13:00,42.4,-36.604874,174.802551
esp32_device_001,2025-11-22T07:47:05+13:00,42.5,-36.604889,174.802536
esp32_device_001,2025-11-22T07:47:10+13:00,44.7,-36.604889,174.802536
esp32_device_001,2025-11-22T07:47:15+13:00,46.2,-36.604877,174.802521
esp32_device_001,2025-11-22T07:47:20+13:00,47.2,-36.60487,174.802521
esp32_device_001,2025-11-22T07:47:25+13:00,44.2,-36.604851,174.802582
esp32_device_001,2025-11-22T07:47:30+13:00,41.7,-36.604824,174.802658
esp32_device_001,2025-11-22T07:47:35+13:00,40.1,-36.604816,174.802704
esp32_device_001,2025-11-22T07:47:40+13:00,41.4,-36.604809,174.802719
esp32_device_001,2025-11-22T07:47:45+13:00,42.6,-36.604786,174.80275
esp32_device_001,2025-11-22T07:47:50+13:00,43.9,-36.604614,174.802689
esp32_device_001,2025-11-22T07:47:55+13:00,45.9,-36.604259,174.802475
esp32_device_001,2025-11-22T07:48:00+13:00,46.7,-36.60387,174.802216
esp32_device_001,2025-11-22T07:48:05+13:00,48.7,-36.603695,174.802094
esp32_device_001,2025-11-22T07:48:10+13:00,50.9,-36.603592,174.801666
esp32_device_001,2025-11-22T07:48:15+13:00,52,-36.603439,174.80101
esp32_device_001,2025-11-22T07:48:20+13:00,54.1,-36.603252,174.800247
esp32_device_001,2025-11-22T07:48:25+13:00,54.9,-36.603127,174.799484
esp32_device_001,2025-11-22T07:48:30+13:00,56.4,-36.603424,174.798782
esp32_device_001,2025-11-22T07:48:35+13:00,57.9,-36.603813,174.798065
esp32_device_001,2025-11-22T07:48:40+13:00,57.8,-36.604179,174.797363
esp32_device_001,2025-11-22T07:48:45+13:00,58.5,-36.604549,174.796692
esp32_device_001,2025-11-22T07:48:50+13:00,57.5,-36.604782,174.795975
esp32_device_001,2025-11-22T07:48:55+13:00,53.6,-36.604927,174.795212
esp32_device_001,2025-11-22T07:49:00+13:00,48.1,-36.605083,174.794464
esp32_device_001,2025-11-22T07:49:05+13:00,39.2,-36.605209,174.793716
esp32_device_001,2025-11-22T07:49:10+13:00,31.9,-36.605133,174.792908
esp32_device_001,2025-11-22T07:49:15+13:00,22.6,-36.60503,174.792053
esp32_device_001,2025-11-22T07:49:20+13:00,20.3,-36.604931,174.791153
esp32_device_001,2025-11-22T07:49:25+13:00,23.6,-36.6049,174.790314
esp32_device_001,2025-11-22T07:49:30+13:00,27,-36.605007,174.789474
esp32_device_001,2025-11-22T07:49:35+13:00,31.6,-36.605103,174.78862
esp32_device_001,2025-11-22T07:49:40+13:00,38.2,-36.605209,174.787735
esp32_device_001,2025-11-22T07:49:45+13:00,44.7,-36.605335,174.786911
esp32_device_001,2025-11-22T07:49:50+13:00,53.7,-36.605659,174.78624
esp32_device_001,2025-11-22T07:49:55+13:00,62.2,-36.606194,174.785736
esp32_device_001,2025-11-22T07:50:00+13:00,68.9,-36.60675,174.785233
esp32_device_001,2025-11-22T07:50:05+13:00,73.1,-36.607307,174.784729
esp32_device_001,2025-11-22T07:50:10+13:00,72.7,-36.607891,174.784195
esp32_device_001,2025-11-22T07:50:15+13:00,69.8,-36.608498,174.783661
esp32_device_001,2025-11-22T07:50:20+13:00,67.8,-36.609089,174.783127
esp32_device_001,2025-11-22T07:50:25+13:00,68.1,-36.609558,174.782516
esp32_device_001,2025-11-22T07:50:30+13:00,69.3,-36.609848,174.781754
esp32_device_001,2025-11-22T07:50:35+13:00,73.9,-36.610123,174.781006
esp32_device_001,2025-11-22T07:50:40+13:00,80.4,-36.610603,174.780502
esp32_device_001,2025-11-22T07:50:45+13:00,84.6,-36.611149,174.780212
esp32_device_001,2025-11-22T07:50:50+13:00,87.1,-36.611542,174.779861
esp32_device_001,2025-11-22T07:50:55+13:00,87.3,-36.611782,174.779617
esp32_device_001,2025-11-22T07:51:00+13:00,84.9,-36.611839,174.77916
esp32_device_001,2025-11-22T07:51:05+13:00,83.2,-36.611969,174.778519
esp32_device_001,2025-11-22T07:51:10+13:00,80.7,-36.612167,174.777832
esp32_device_001,2025-11-22T07:51:15+13:00,79.5,-36.61248,174.777191
esp32_device_001,2025-11-22T07:51:20+13:00,79.9,-36.612804,174.776566
esp32_device_001,2025-11-22T07:51:25+13:00,81.6,-36.613129,174.775925
esp32_device_001,2025-11-22T07:51:30+13:00,85.3,-36.613514,174.775345
esp32_device_001,2025-11-22T07:51:35+13:00,87.4,-36.614075,174.775009
esp32_device_001,2025-11-22T07:51:40+13:00,87.2,-36.614735,174.774948
esp32_device_001,2025-11-22T07:51:45+13:00,86.5,-36.615417,174.774887
esp32_device_001,2025-11-22T07:51:50+13:00,83.5,-36.616051,174.774536
esp32_device_001,2025-11-22T07:51:55+13:00,81.7,-36.616627,174.774139
esp32_device_001,2025-11-22T07:52:00+13:00,75.5,-36.617237,174.773972
esp32_device_001,2025-11-22T07:52:05+13:00,70.4,-36.617878,174.774017
esp32_device_001,2025-11-22T07:52:10+13:00,64.4,-36.618507,174.774017
esp32_device_001,2025-11-22T07:52:15+13:00,57.6,-36.619125,174.773941
esp32_device_001,2025-11-22T07:52:20+13:00,47.7,-36.619717,174.773743
esp32_device_001,2025-11-22T07:52:25+13:00,41.8,-36.6203,174.773636
esp32_device_001,2025-11-22T07:52:30+13:00,34.5,-36.62088,174.773514
esp32_device_001,2025-11-22T07:52:35+13:00,28.8,-36.621311,174.773071
esp32_device_001,2025-11-22T07:52:40+13:00,26,-36.621731,174.772476
esp32_device_001,2025-11-22T07:52:45+13:00,29.7,-36.622219,174.771973
esp32_device_001,2025-11-22T07:52:50+13:00,34.5,-36.622707,174.771469
esp32_device_001,2025-11-22T07:52:55+13:00,39.4,-36.623192,174.770966
esp32_device_001,2025-11-22T07:53:00+13:00,43.8,-36.623646,174.770508
esp32_device_001,2025-11-22T07:53:05+13:00,47.7,-36.624092,174.77005
esp32_device_001,2025-11-22T07:53:10+13:00,52.4,-36.624649,174.769806
esp32_device_001,2025-11-22T07:53:15+13:00,54.5,-36.62524,174.769669
esp32_device_001,2025-11-22T07:53:20+13:00,52.7,-36.62582,174.769547
esp32_device_001,2025-11-22T07:53:25+13:00,49.7,-36.626411,174.769424
esp32_device_001,2025-11-22T07:53:30+13:00,46.2,-36.626995,174.769318
