dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-10-10T10:48:07+13:00,62.3,-36.60479,174.80246
esp32_device_001,2025-10-10T10:48:12+13:00,61.9,-36.604771,174.80246
esp32_device_001,2025-10-10T10:48:17+13:00,56.6,-36.60479,174.802475
esp32_device_001,2025-10-10T10:48:22+13:00,54.1,-36.604805,174.802475
esp32_device_001,2025-10-10T10:48:27+13:00,52.9,-36.604813,174.802475
esp32_device_001,2025-10-10T10:48:32+13:00,51.6,-36.604813,174.802475
esp32_device_001,2025-10-10T10:48:37+13:00,51.9,-36.604809,174.802475
esp32_device_001,2025-10-10T10:48:42+13:00,50.6,-36.604809,174.80249
esp32_device_001,2025-10-10T10:48:47+13:00,49.5,-36.604813,174.80249
esp32_device_001,2025-10-10T10:48:52+13:00,48.7,-36.604816,174.80249
esp32_device_001,2025-10-10T10:48:57+13:00,48.5,-36.60482,174.80249
esp32_device_001,2025-10-10T10:49:02+13:00,48.5,-36.604824,174.80249
esp32_device_001,2025-10-10T10:49:07+13:00,48.8,-36.604824,174.80249
esp32_device_001,2025-10-10T10:49:12+13:00,48.4,-36.604828,174.80249
esp32_device_001,2025-10-10T10:49:17+13:00,48.6,-36.604824,174.80249
esp32_device_001,2025-10-10T10:49:22+13:00,48.4,-36.604828,174.80249
esp32_device_001,2025-10-10T10:49:27+13:00,48.9,-36.604828,174.80249
esp32_device_001,2025-10-10T10:49:32+13:00,49.4,-36.604828,174.80249
esp32_device_001,2025-10-10T10:49:37+13:00,49.9,-36.604828,174.80249
esp32_device_001,2025-10-10T10:49:42+13:00,49.9,-36.604832,174.80249
esp32_device_001,2025-10-10T10:49:47+13:00,50.4,-36.604836,174.80249
esp32_device_001,2025-10-10T10:49:52+13:00,50.3,-36.604839,174.80249
esp32_device_001,2025-10-10T10:49:57+13:00,50.4,-36.604843,174.80249
esp32_device_001,2025-10-10T10:50:02+13:00,50.1,-36.604847,174.80249
esp32_device_001,2025-10-10T10:50:07+13:00,49.9,-36.604843,174.80249
esp32_device_001,2025-10-10T10:50:12+13:00,49.4,-36.604836,174.80249
esp32_device_001,2025-10-10T10:50:17+13:00,49.4,-36.604832,174.80249
esp32_device_001,2025-10-10T10:50:22+13:00,48.8,-36.604832,174.80249
esp32_device_001,2025-10-10T10:50:27+13:00,47.8,-36.604832,174.80249
esp32_device_001,2025-10-10T10:50:32+13:00,47.8,-36.604832,174.80249
esp32_device_001,2025-10-10T10:50:37+13:00,48,-36.604828,174.80249
esp32_device_001,2025-10-10T10:50:42+13:00,47.8,-36.604828,174.80249
esp32_device_001,2025-10-10T10:50:47+13:00,47.3,-36.604824,174.80249
esp32_device_001,2025-10-10T10:50:52+13:00,46.6,-36.604824,174.80249
esp32_device_001,2025-10-10T10:50:57+13:00,46.2,-36.604824,174.80249
esp32_device_001,2025-10-10T10:51:02+13:00,45.8,-36.604824,174.80249
esp32_device_001,2025-10-10T10:51:07+13:00,45.4,-36.60482,174.802505
esp32_device_001,2025-10-10T10:51:10+13:00,45,-36.60482,174.802505
esp32_device_001,2025-10-10T10:51:15+13:00,44.3,-36.60482,174.802505
esp32_device_001,2025-10-10T10:51:20+13:00,43.7,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:25+13:00,43,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:30+13:00,43.2,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:35+13:00,42,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:40+13:00,41.2,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:45+13:00,40.7,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:50+13:00,40,-36.604816,174.802505
esp32_device_001,2025-10-10T10:51:55+13:00,39.3,-36.60482,174.802505
esp32_device_001,2025-10-10T10:52:00+13:00,38.9,-36.604816,174.802505
esp32_device_001,2025-10-10T10:52:05+13:00,38,-36.604816,174.802521
esp32_device_001,2025-10-10T10:52:10+13:00,37.6,-36.604816,174.802521
