dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-10-23T08:28:11+13:00,59.6,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:28:16+13:00,59.9,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:28:21+13:00,60.1,-36.604755,174.802643,1
esp32_device_001,2025-10-23T08:28:26+13:00,60.9,-36.604755,174.802643,1
esp32_device_001,2025-10-23T08:28:31+13:00,61.4,-36.604755,174.802643,1
esp32_device_001,2025-10-23T08:28:36+13:00,61.6,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:28:41+13:00,61.7,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:28:46+13:00,61.4,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:28:51+13:00,60.9,-36.604763,174.802643,1
esp32_device_001,2025-10-23T08:28:56+13:00,60.6,-36.604763,174.802643,1
esp32_device_001,2025-10-23T08:29:01+13:00,60.1,-36.604767,174.802643,1
esp32_device_001,2025-10-23T08:29:06+13:00,59.7,-36.604767,174.802643,1
esp32_device_001,2025-10-23T08:29:11+13:00,59.2,-36.604767,174.802643,1
esp32_device_001,2025-10-23T08:29:16+13:00,58.6,-36.604763,174.802643,1
esp32_device_001,2025-10-23T08:29:21+13:00,58.7,-36.604763,174.802643,1
esp32_device_001,2025-10-23T08:29:26+13:00,58.8,-36.604759,174.802643,1
esp32_device_001,2025-10-23T08:29:31+13:00,58.6,-36.604755,174.802643,1
esp32_device_001,2025-10-23T08:29:36+13:00,59.4,-36.604733,174.802689,1
esp32_device_001,2025-10-23T08:29:41+13:00,60.2,-36.604733,174.802734,1
esp32_device_001,2025-10-23T08:29:46+13:00,59.2,-36.604824,174.80278,1
esp32_device_001,2025-10-23T08:29:51+13:00,58.2,-36.604855,174.802795,1
esp32_device_001,2025-10-23T08:29:56+13:00,56.6,-36.604855,174.802795,1
esp32_device_001,2025-10-23T08:30:01+13:00,56.1,-36.604851,174.802795,1
esp32_device_001,2025-10-23T08:30:06+13:00,55.2,-36.604847,174.802795,1
esp32_device_001,2025-10-23T08:30:11+13:00,54.6,-36.604847,174.802795,1
esp32_device_001,2025-10-23T08:30:16+13:00,54.3,-36.604839,174.802795,1
esp32_device_001,2025-10-23T08:30:21+13:00,53.9,-36.604843,174.802795,1
esp32_device_001,2025-10-23T08:30:26+13:00,53.4,-36.60479,174.80278,1
esp32_device_001,2025-10-23T08:30:31+13:00,53.9,-36.604752,174.802719,1
esp32_device_001,2025-10-23T08:30:36+13:00,54,-36.604767,174.802689,1
esp32_device_001,2025-10-23T08:30:41+13:00,54.4,-36.604782,174.802643,1
esp32_device_001,2025-10-23T08:30:46+13:00,54.6,-36.604801,174.802612,1
esp32_device_001,2025-10-23T08:30:51+13:00,54.2,-36.604813,174.802582,1
esp32_device_001,2025-10-23T08:31:01+13:00,54.8,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:06+13:00,55.3,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:11+13:00,55.9,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:16+13:00,55.8,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:21+13:00,56.9,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:26+13:00,58,-36.604816,174.802551,1
esp32_device_001,2025-10-23T08:31:31+13:00,59.3,-36.604813,174.802551,1
esp32_device_001,2025-10-23T14:30:07+13:00,65.4,-36.604748,174.802658,2
esp32_device_001,2025-10-23T14:30:37+13:00,55.9,-36.604771,174.802597,2
esp32_device_001,2025-10-23T14:30:42+13:00,53.7,-36.604774,174.802597,2
esp32_device_001,2025-10-23T14:30:52+13:00,51.2,-36.604778,174.802597,2
esp32_device_001,2025-10-23T14:30:57+13:00,51.7,-36.604782,174.802597,2
esp32_device_001,2025-10-23T14:31:07+13:00,51.9,-36.604786,174.802597,2
esp32_device_001,2025-10-23T14:31:12+13:00,50.1,-36.604782,174.802597,2
esp32_device_001,2025-10-23T14:31:17+13:00,49.3,-36.604782,174.802597,2
esp32_device_001,2025-10-23T14:31:22+13:00,49.2,-36.604782,174.802597,2
esp32_device_001,2025-10-23T14:31:27+13:00,50.8,-36.604782,174.802597,2
esp32_device_001,2025-10-23T14:31:32+13:00,51.3,-36.604786,174.802597,2
esp32_device_001,2025-10-23T14:31:37+13:00,51.2,-36.60479,174.802597,2
esp32_device_001,2025-10-23T14:31:42+13:00,51.4,-36.604786,174.802597,2
esp32_device_001,2025-10-23T14:31:52+13:00,53.1,-36.604794,174.802597,2
esp32_device_001,2025-10-23T14:31:57+13:00,54.6,-36.604797,174.802582,2
esp32_device_001,2025-10-23T14:32:02+13:00,57.2,-36.604805,174.802582,2
esp32_device_001,2025-10-23T14:32:12+13:00,58.4,-36.604813,174.802582,2
esp32_device_001,2025-10-23T14:32:22+13:00,59.9,-36.604816,174.802567,2
esp32_device_001,2025-10-23T14:32:47+13:00,59.3,-36.604488,174.802628,2
esp32_device_001,2025-10-23T14:33:37+13:00,65.2,-36.604218,174.797256,2
esp32_device_001,2025-10-23T14:33:42+13:00,67,-36.604591,174.796539,2
esp32_device_001,2025-10-23T14:33:47+13:00,65.1,-36.604813,174.795776,2
esp32_device_001,2025-10-23T14:33:52+13:00,61.6,-36.604973,174.794952,2
esp32_device_001,2025-10-23T14:34:02+13:00,50.2,-36.605175,174.793304,2
esp32_device_001,2025-10-23T14:34:17+13:00,32.7,-36.604877,174.790741,2
esp32_device_001,2025-10-23T14:35:31+13:00,0,-36.609844,174.781738,2
esp32_device_001,2025-10-23T14:35:41+13:00,81.5,-36.610531,174.780563,2
esp32_device_001,2025-10-23T14:35:46+13:00,86.6,-36.611031,174.780289,2
esp32_device_001,2025-10-23T14:35:51+13:00,88.3,-36.611389,174.78006,2
esp32_device_001,2025-10-23T14:35:56+13:00,89,-36.611603,174.779816,2
esp32_device_001,2025-10-23T14:36:01+13:00,87.6,-36.611778,174.779633,2
esp32_device_001,2025-10-23T14:36:06+13:00,89.2,-36.61182,174.779282,2
esp32_device_001,2025-10-23T14:36:11+13:00,86.3,-36.611942,174.778641,2
esp32_device_001,2025-10-23T14:36:16+13:00,84.5,-36.612122,174.777969,2
esp32_device_001,2025-10-23T14:36:21+13:00,82.7,-36.612411,174.777313,2
esp32_device_001,2025-10-23T14:36:26+13:00,85.1,-36.612724,174.776703,2
esp32_device_001,2025-10-23T14:36:31+13:00,86.9,-36.613018,174.776108,2
esp32_device_001,2025-10-23T14:36:36+13:00,89,-36.613316,174.775574,2
esp32_device_001,2025-10-23T14:36:41+13:00,91.9,-36.613747,174.775146,2
esp32_device_001,2025-10-23T14:36:46+13:00,91.9,-36.614326,174.774933,2
esp32_device_001,2025-10-23T14:36:51+13:00,90.6,-36.614933,174.774918,2
esp32_device_001,2025-10-23T14:36:56+13:00,91.5,-36.615486,174.774826,2
esp32_device_001,2025-10-23T14:37:01+13:00,92.2,-36.615982,174.774551,2
esp32_device_001,2025-10-23T14:37:06+13:00,89.9,-36.616463,174.774231,2
esp32_device_001,2025-10-23T14:37:11+13:00,86.3,-36.616997,174.773987,2
