dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-09-24T19:11:34+12:00,0,-36.604897,174.802643,1
esp32_device_001,2025-09-24T19:11:38+12:00,63,-36.604912,174.802643,1
esp32_device_001,2025-09-24T19:11:48+12:00,68,-36.604923,174.802643,1
esp32_device_001,2025-09-24T19:11:53+12:00,70.2,-36.604931,174.802643,1
esp32_device_001,2025-09-24T19:11:58+12:00,69.4,-36.604919,174.802643,1
esp32_device_001,2025-09-24T19:12:03+12:00,69.6,-36.604927,174.802628,1
esp32_device_001,2025-09-24T19:12:08+12:00,69.9,-36.604931,174.802628,1
esp32_device_001,2025-09-24T19:12:13+12:00,70.4,-36.604942,174.802628,1
esp32_device_001,2025-09-24T19:12:18+12:00,70,-36.604939,174.802628,1
esp32_device_001,2025-09-24T19:12:23+12:00,70.4,-36.604931,174.802628,1
esp32_device_001,2025-09-24T19:12:28+12:00,69.3,-36.604923,174.802628,1
esp32_device_001,2025-09-24T19:12:33+12:00,70.3,-36.604931,174.802628,1
esp32_device_001,2025-09-24T19:13:13+12:00,74.1,-36.604984,174.802628,1
esp32_device_001,2025-09-24T19:13:18+12:00,73.7,-36.60498,174.802628,1
esp32_device_001,2025-09-24T19:13:23+12:00,73.6,-36.604973,174.802628,1
esp32_device_001,2025-09-24T19:13:28+12:00,74,-36.604965,174.802628,1
esp32_device_001,2025-09-24T19:13:33+12:00,73.3,-36.604939,174.802628,1
esp32_device_001,2025-09-24T19:13:38+12:00,71.6,-36.6049,174.802628,1
esp32_device_001,2025-09-24T19:13:43+12:00,70.9,-36.604885,174.802628,1
esp32_device_001,2025-09-24T19:13:48+12:00,70.2,-36.604874,174.802628,1
esp32_device_001,2025-09-24T19:13:53+12:00,70.3,-36.60487,174.802643,1
esp32_device_001,2025-09-24T19:13:58+12:00,69.5,-36.604862,174.802643,1
esp32_device_001,2025-09-24T19:14:03+12:00,69.9,-36.604855,174.802643,1
esp32_device_001,2025-09-24T19:14:08+12:00,70.2,-36.604851,174.802643,1
esp32_device_001,2025-09-24T19:14:13+12:00,70,-36.604843,174.802643,1
esp32_device_001,2025-09-24T19:14:18+12:00,68.9,-36.604836,174.802643,1
esp32_device_001,2025-09-24T19:14:23+12:00,68.4,-36.604828,174.802643,1
esp32_device_001,2025-09-24T19:14:28+12:00,68.2,-36.604816,174.802643,1
esp32_device_001,2025-09-24T19:14:33+12:00,67.8,-36.604809,174.802643,1
