dev_esp32,timestamp,altitude,latitude,longitude
esp32_device_001,2025-10-18T07:44:55+13:00,0,-36.604633,174.802414
esp32_device_001,2025-10-18T07:45:00+13:00,0,-36.604645,174.802429
esp32_device_001,2025-10-18T07:45:05+13:00,0,-36.60461,174.802399
esp32_device_001,2025-10-18T07:45:10+13:00,0,-36.604591,174.802399
esp32_device_001,2025-10-18T07:45:15+13:00,0,-36.604588,174.802399
esp32_device_001,2025-10-18T07:45:20+13:00,0,-36.604591,174.802399
esp32_device_001,2025-10-18T07:45:25+13:00,0,-36.604584,174.802399
esp32_device_001,2025-10-18T07:45:30+13:00,0,-36.604572,174.802399
esp32_device_001,2025-10-18T07:45:35+13:00,0,-36.604584,174.802399
esp32_device_001,2025-10-18T07:45:44+13:00,56.2,-36.604568,174.802399
esp32_device_001,2025-10-18T07:45:45+13:00,56.2,-36.604568,174.802399
esp32_device_001,2025-10-18T07:45:54+13:00,57.3,-36.604553,174.802383
esp32_device_001,2025-10-18T07:45:55+13:00,57.3,-36.604546,174.802383
esp32_device_001,2025-10-18T07:46:04+13:00,57.7,-36.604542,174.802383
esp32_device_001,2025-10-18T07:46:09+13:00,58.2,-36.604553,174.802399
esp32_device_001,2025-10-18T07:46:14+13:00,57.8,-36.604572,174.802399
esp32_device_001,2025-10-18T07:46:15+13:00,57.8,-36.604576,174.802399
esp32_device_001,2025-10-18T07:46:20+13:00,57.8,-36.604591,174.802399
esp32_device_001,2025-10-18T07:46:25+13:00,57.8,-36.604664,174.802429
esp32_device_001,2025-10-18T07:46:30+13:00,57.8,-36.604698,174.802444
esp32_device_001,2025-10-18T07:46:35+13:00,57.8,-36.60471,174.802444
esp32_device_001,2025-10-18T07:46:40+13:00,57.8,-36.604713,174.802444
esp32_device_001,2025-10-18T07:46:45+13:00,57.8,-36.604725,174.80246
esp32_device_001,2025-10-18T07:46:50+13:00,57.8,-36.604744,174.80246
esp32_device_001,2025-10-18T07:46:55+13:00,57.8,-36.604748,174.80249
esp32_device_001,2025-10-18T07:47:00+13:00,57.8,-36.604733,174.802536
esp32_device_001,2025-10-18T07:48:35+13:00,49.3,-36.605015,174.794769
esp32_device_001,2025-10-18T07:48:45+13:00,35.5,-36.605125,174.79306
esp32_device_001,2025-10-18T07:48:50+13:00,26.9,-36.605026,174.792191
esp32_device_001,2025-10-18T07:48:55+13:00,22.5,-36.604919,174.79126
esp32_device_001,2025-10-18T07:49:00+13:00,26.5,-36.604874,174.79039
esp32_device_001,2025-10-18T07:49:05+13:00,31.3,-36.604977,174.789551
esp32_device_001,2025-10-18T07:49:10+13:00,36.1,-36.605099,174.788727
esp32_device_001,2025-10-18T07:49:15+13:00,41.7,-36.605198,174.787918
esp32_device_001,2025-10-18T07:49:20+13:00,48.9,-36.605297,174.78717
esp32_device_001,2025-10-18T07:49:25+13:00,55.4,-36.605492,174.786499
esp32_device_001,2025-10-18T07:49:30+13:00,61.6,-36.605949,174.785965
esp32_device_001,2025-10-18T07:49:35+13:00,66.5,-36.606487,174.785492
esp32_device_001,2025-10-18T07:49:40+13:00,71.4,-36.607037,174.784988
esp32_device_001,2025-10-18T07:49:45+13:00,72.8,-36.607567,174.784515
esp32_device_001,2025-10-18T07:49:50+13:00,71.7,-36.608116,174.783997
esp32_device_001,2025-10-18T07:49:55+13:00,67.9,-36.608673,174.783493
esp32_device_001,2025-10-18T07:50:00+13:00,67.2,-36.609215,174.78302
esp32_device_001,2025-10-18T07:50:05+13:00,69.6,-36.609623,174.782379
esp32_device_001,2025-10-18T07:50:10+13:00,72.5,-36.60989,174.781601
esp32_device_001,2025-10-18T07:50:15+13:00,78.1,-36.610203,174.780869
esp32_device_001,2025-10-18T07:50:20+13:00,82.8,-36.610725,174.780441
