dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-11-27T13:00:04+13:00,31.3,-36.635063,174.744431,1
esp32_device_001,2025-11-27T13:00:09+13:00,35.3,-36.635105,174.745239,1
esp32_device_001,2025-11-27T13:00:14+13:00,38.2,-36.63512,174.746063,1
esp32_device_001,2025-11-27T13:00:19+13:00,43.2,-36.635162,174.746857,1
esp32_device_001,2025-11-27T13:00:24+13:00,48.6,-36.635365,174.747559,1
esp32_device_001,2025-11-27T13:00:34+13:00,54,-36.635803,174.748215,1
esp32_device_001,2025-11-27T13:01:04+13:00,57.4,-36.63625,174.748566,1
esp32_device_001,2025-11-27T13:01:09+13:00,55.3,-36.636673,174.749008,1
esp32_device_001,2025-11-27T13:01:14+13:00,52.8,-36.637028,174.749619,1
esp32_device_001,2025-11-27T13:01:19+13:00,47.6,-36.637379,174.750259,1
esp32_device_001,2025-11-27T13:01:24+13:00,42.2,-36.637772,174.750977,1
esp32_device_001,2025-11-27T13:01:29+13:00,44.2,-36.638168,174.751694,1
esp32_device_001,2025-11-27T13:01:34+13:00,45.6,-36.638573,174.752441,1
esp32_device_001,2025-11-27T13:01:39+13:00,44.4,-36.638969,174.753174,1
esp32_device_001,2025-11-27T13:01:44+13:00,41.3,-36.639439,174.75383,1
esp32_device_001,2025-11-27T13:01:49+13:00,39,-36.639832,174.754593,1
esp32_device_001,2025-11-27T13:01:54+13:00,38.9,-36.640209,174.755356,1
esp32_device_001,2025-11-27T13:02:14+13:00,38.2,-36.640266,174.757797,1
esp32_device_001,2025-11-27T13:02:19+13:00,33,-36.639626,174.758163,1
esp32_device_001,2025-11-27T13:02:29+13:00,23.4,-36.63868,174.759338,1
esp32_device_001,2025-11-27T13:02:39+13:00,16.8,-36.637875,174.760696,1
esp32_device_001,2025-11-27T13:02:44+13:00,15.5,-36.637424,174.761337,1
esp32_device_001,2025-11-27T13:02:54+13:00,20.2,-36.636272,174.762177,1
esp32_device_001,2025-11-27T13:02:59+13:00,22,-36.635731,174.762558,1
esp32_device_001,2025-11-27T13:03:04+13:00,22.5,-36.635239,174.762955,1
esp32_device_001,2025-11-27T13:03:14+13:00,21.4,-36.634056,174.763443,1
