dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-11-28T09:13:42+13:00,46.2,-36.604843,174.802551,1
esp32_device_001,2025-11-28T09:13:47+13:00,46.6,-36.604843,174.802551,1
esp32_device_001,2025-11-28T09:13:52+13:00,47.4,-36.604839,174.802551,1
esp32_device_001,2025-11-28T09:13:57+13:00,50.7,-36.604836,174.802551,1
esp32_device_001,2025-11-28T09:14:02+13:00,51.7,-36.604832,174.802551,1
esp32_device_001,2025-11-28T09:14:07+13:00,52,-36.604832,174.802551,1
esp32_device_001,2025-11-28T09:14:12+13:00,52.2,-36.604836,174.802551,1
esp32_device_001,2025-11-28T09:14:17+13:00,51.8,-36.604836,174.802551,1
esp32_device_001,2025-11-28T09:14:22+13:00,52,-36.604832,174.802551,1
esp32_device_001,2025-11-28T09:14:27+13:00,52.2,-36.604832,174.802551,1
esp32_device_001,2025-11-28T09:14:32+13:00,53,-36.604828,174.802536,1
esp32_device_001,2025-11-28T09:14:37+13:00,53.3,-36.604828,174.802536,1
esp32_device_001,2025-11-28T09:14:42+13:00,53.8,-36.604828,174.802536,1
esp32_device_001,2025-11-28T09:14:47+13:00,54.1,-36.604828,174.802536,1
esp32_device_001,2025-11-28T09:14:52+13:00,54.9,-36.604824,174.802536,1
esp32_device_001,2025-11-28T09:14:57+13:00,55.5,-36.604824,174.802536,1
esp32_device_001,2025-11-28T09:15:02+13:00,55.3,-36.60482,174.802536,1
esp32_device_001,2025-11-28T09:15:07+13:00,54.8,-36.604816,174.802536,1
esp32_device_001,2025-11-28T09:15:12+13:00,54.7,-36.604816,174.802536,1
esp32_device_001,2025-11-28T09:15:17+13:00,54.8,-36.604816,174.802536,1
esp32_device_001,2025-11-28T09:15:22+13:00,55,-36.604816,174.802536,1
esp32_device_001,2025-11-28T09:15:27+13:00,55.3,-36.604813,174.802551,1
esp32_device_001,2025-11-28T09:15:32+13:00,55.7,-36.604786,174.802612,1
esp32_device_001,2025-11-28T09:15:37+13:00,55.4,-36.604755,174.802689,1
esp32_device_001,2025-11-28T09:15:42+13:00,55.9,-36.60474,174.802719,1
esp32_device_001,2025-11-28T09:15:47+13:00,56.8,-36.604664,174.802734,1
esp32_device_001,2025-11-28T09:15:52+13:00,56.5,-36.604427,174.802567,1
esp32_device_001,2025-11-28T09:15:57+13:00,55.6,-36.604042,174.802322,1
esp32_device_001,2025-11-28T09:16:02+13:00,56.3,-36.603718,174.802139,1
esp32_device_001,2025-11-28T09:16:07+13:00,56,-36.603577,174.801773,1
esp32_device_001,2025-11-28T09:16:12+13:00,55.8,-36.603432,174.801132,1
esp32_device_001,2025-11-28T09:16:17+13:00,55.6,-36.603252,174.800369,1
esp32_device_001,2025-11-28T09:16:22+13:00,55.6,-36.603092,174.799637,1
esp32_device_001,2025-11-28T09:16:27+13:00,56.3,-36.603294,174.798965,1
esp32_device_001,2025-11-28T09:16:32+13:00,55.5,-36.603664,174.798279,1
esp32_device_001,2025-11-28T09:16:37+13:00,55.3,-36.604031,174.797592,1
esp32_device_001,2025-11-28T09:16:42+13:00,53,-36.604412,174.796906,1
esp32_device_001,2025-11-28T09:16:47+13:00,51.1,-36.604744,174.796143,1
esp32_device_001,2025-11-28T09:16:52+13:00,44.9,-36.604912,174.795303,1
esp32_device_001,2025-11-28T09:16:57+13:00,39.8,-36.605087,174.794434,1
esp32_device_001,2025-11-28T09:17:02+13:00,33.9,-36.605206,174.793594,1
esp32_device_001,2025-11-28T09:17:07+13:00,27.5,-36.605114,174.79274,1
esp32_device_001,2025-11-28T09:17:12+13:00,18.1,-36.605007,174.791855,1
esp32_device_001,2025-11-28T09:17:17+13:00,17.4,-36.604908,174.790939,1
esp32_device_001,2025-11-28T09:17:22+13:00,22.4,-36.604912,174.790054,1
esp32_device_001,2025-11-28T09:17:27+13:00,27.7,-36.605034,174.789215,1
esp32_device_001,2025-11-28T09:17:32+13:00,32.8,-36.605137,174.788391,1
