dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-11-22T07:46:35+13:00,50.3,-36.60487,174.802551,1
esp32_device_001,2025-11-22T07:46:40+13:00,49.7,-36.604866,174.802551,1
esp32_device_001,2025-11-22T07:46:45+13:00,45.9,-36.604862,174.802551,1
esp32_device_001,2025-11-22T07:47:00+13:00,42.4,-36.604874,174.802551,1
esp32_device_001,2025-11-22T07:47:05+13:00,42.5,-36.604889,174.802536,1
esp32_device_001,2025-11-22T07:47:10+13:00,44.7,-36.604889,174.802536,1
esp32_device_001,2025-11-22T07:47:15+13:00,46.2,-36.604877,174.802521,1
esp32_device_001,2025-11-22T07:47:20+13:00,47.2,-36.60487,174.802521,1
esp32_device_001,2025-11-22T07:47:25+13:00,44.2,-36.604851,174.802582,1
esp32_device_001,2025-11-22T07:47:30+13:00,41.7,-36.604824,174.802658,1
esp32_device_001,2025-11-22T07:47:35+13:00,40.1,-36.604816,174.802704,1
esp32_device_001,2025-11-22T07:47:40+13:00,41.4,-36.604809,174.802719,1
esp32_device_001,2025-11-22T07:47:45+13:00,42.6,-36.604786,174.80275,1
esp32_device_001,2025-11-22T07:47:50+13:00,43.9,-36.604614,174.802689,1
esp32_device_001,2025-11-22T07:47:55+13:00,45.9,-36.604259,174.802475,1
esp32_device_001,2025-11-22T07:48:00+13:00,46.7,-36.60387,174.802216,1
esp32_device_001,2025-11-22T07:48:05+13:00,48.7,-36.603695,174.802094,1
esp32_device_001,2025-11-22T07:48:10+13:00,50.9,-36.603592,174.801666,1
esp32_device_001,2025-11-22T07:48:15+13:00,52,-36.603439,174.80101,1
esp32_device_001,2025-11-22T07:48:20+13:00,54.1,-36.603252,174.800247,1
esp32_device_001,2025-11-22T07:48:25+13:00,54.9,-36.603127,174.799484,1
esp32_device_001,2025-11-22T07:48:30+13:00,56.4,-36.603424,174.798782,1
esp32_device_001,2025-11-22T07:48:35+13:00,57.9,-36.603813,174.798065,1
esp32_device_001,2025-11-22T07:48:40+13:00,57.8,-36.604179,174.797363,1
esp32_device_001,2025-11-22T07:48:45+13:00,58.5,-36.604549,174.796692,1
esp32_device_001,2025-11-22T07:48:50+13:00,57.5,-36.604782,174.795975,1
esp32_device_001,2025-11-22T07:48:55+13:00,53.6,-36.604927,174.795212,1
esp32_device_001,2025-11-22T07:49:00+13:00,48.1,-36.605083,174.794464,1
esp32_device_001,2025-11-22T07:49:05+13:00,39.2,-36.605209,174.793716,1
