dev_esp32,timestamp,altitude,latitude,longitude,journey_id
esp32_device_001,2025-10-02T08:44:04+13:00,57.6,-36.604839,174.802475,1
esp32_device_001,2025-10-02T08:44:09+13:00,57.2,-36.604836,174.802475,1
esp32_device_001,2025-10-02T08:44:14+13:00,58.2,-36.604832,174.80249,1
esp32_device_001,2025-10-02T08:44:19+13:00,58.2,-36.604832,174.80249,1
esp32_device_001,2025-10-02T08:44:24+13:00,58.4,-36.604832,174.80249,1
esp32_device_001,2025-10-02T08:44:29+13:00,58.3,-36.604832,174.80249,1
esp32_device_001,2025-10-02T08:44:34+13:00,58.4,-36.604836,174.80249,1
esp32_device_001,2025-10-02T08:44:39+13:00,58.5,-36.604839,174.80249,1
esp32_device_001,2025-10-02T08:44:44+13:00,58.1,-36.604839,174.80249,1
esp32_device_001,2025-10-02T08:44:49+13:00,57.8,-36.604843,174.80249,1
esp32_device_001,2025-10-02T08:44:54+13:00,57.8,-36.604843,174.80249,1
esp32_device_001,2025-10-02T08:44:59+13:00,58.1,-36.604847,174.80249,1
esp32_device_001,2025-10-02T08:45:04+13:00,58.3,-36.604847,174.80249,1
esp32_device_001,2025-10-02T08:45:09+13:00,58.8,-36.604851,174.80249,1
esp32_device_001,2025-10-02T08:45:14+13:00,58.9,-36.604847,174.80249,1
esp32_device_001,2025-10-02T08:45:19+13:00,58.5,-36.604847,174.80249,1
esp32_device_001,2025-10-02T08:45:24+13:00,58,-36.604843,174.80249,1
esp32_device_001,2025-10-02T08:45:29+13:00,57.8,-36.604839,174.80249,1
esp32_device_001,2025-10-02T08:45:34+13:00,57.5,-36.604839,174.80249,1
esp32_device_001,2025-10-02T08:45:39+13:00,57.4,-36.604839,174.802505,1
esp32_device_001,2025-10-02T08:45:44+13:00,57,-36.604843,174.802505,1
esp32_device_001,2025-10-02T08:45:49+13:00,57.5,-36.604836,174.802505,1
esp32_device_001,2025-10-02T08:45:54+13:00,57.1,-36.604832,174.802505,1
esp32_device_001,2025-10-02T08:45:59+13:00,55.4,-36.604832,174.802505,1
esp32_device_001,2025-10-02T08:46:04+13:00,55.5,-36.604828,174.802505,1
esp32_device_001,2025-10-02T08:46:09+13:00,56.3,-36.604824,174.802505,1
esp32_device_001,2025-10-02T08:46:14+13:00,56.6,-36.60482,174.802505,1
esp32_device_001,2025-10-02T08:46:19+13:00,56.9,-36.604816,174.802505,1
esp32_device_001,2025-10-02T08:46:24+13:00,57.3,-36.604794,174.802551,1
esp32_device_001,2025-10-02T08:46:34+13:00,58,-36.604721,174.802673,1
